PARAMETER VALUES EVOLUTION
==========================

                 steady0    steady1a    steady1b      steady2       steady3      steady4       steady6      steady7  
RUUS_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.07058      0.07058  
RUUS_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.05531      0.05531  
RWRA_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.05278      0.05278  
RWRA_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03303      0.03303  
RWRA_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.06048      0.06048  
RWRA_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03311      0.03311  
RWAT_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01691      0.01691  
RWAT_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02101      0.02101  
RWAT_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01681      0.01681  
RWAT_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02107      0.02107  
RWBE_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0279       0.0279   
RWBE_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02423      0.02423  
RWBE_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03353      0.03353  
RWBE_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02407      0.02407  
RWES_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.05009      0.05009  
RWES_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03481      0.03481  
RWES_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03916      0.03916  
RWES_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0347       0.0347   
RWFI_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01031      0.01031  
RWFI_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01521      0.01521  
RWFI_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01322      0.01322  
RWFI_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01519      0.01519  
RWFR_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.08731      0.08731  
RWFR_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.07748      0.07748  
RWFR_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.08887      0.08887  
RWFR_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.07754      0.07754  
RWGR_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.008609     0.008609 
RWGR_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.003924     0.003924 
RWGR_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.005714     0.005714 
RWGR_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.003906     0.003906 
RWIT_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.07733      0.07733  
RWIT_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.08813      0.08813  
RWIT_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.06868      0.06868  
RWIT_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.08821      0.08821  
RWNL_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03411      0.03411  
RWNL_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02768      0.02768  
RWNL_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03874      0.03874  
RWNL_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02766      0.02766  
RWPT_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.008418     0.008418 
RWPT_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.00527      0.00527  
RWPT_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.006079     0.006079 
RWPT_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.005329     0.005329 
RWRU_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0782       0.0782   
RWRU_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.08248      0.08248  
RWRU_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.08578      0.08578  
RWRU_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0823       0.0823   
RWUS_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.4104       0.4104   
RWUS_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.3822       0.3822   
RWUS_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.3889       0.3889   
RWUS_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.3821       0.3821   
USRA_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02717      0.02717  
USRA_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01196      0.01196  
USRA_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02091      0.02091  
USRA_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01207      0.01207  
USAT_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.005935     0.005935 
USAT_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.007564     0.007564 
USAT_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.004883     0.004883 
USAT_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.007662     0.007662 
USBE_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0129       0.0129   
USBE_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.009903     0.009903 
USBE_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01397      0.01397  
USBE_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0102       0.0102   
USES_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01222      0.01222  
USES_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.009011     0.009011 
USES_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01236      0.01236  
USES_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.009031     0.009031 
USFI_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.002906     0.002906 
USFI_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.003657     0.003657 
USFI_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.003786     0.003786 
USFI_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.00363      0.00363  
USFR_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03013      0.03013  
USFR_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02664      0.02664  
USFR_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02996      0.02996  
USFR_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0266       0.0266   
USGR_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.004599     0.004599 
USGR_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0007462    0.0007462
USGR_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.00355      0.00355  
USGR_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.0009779    0.0009779
USIT_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03533      0.03533  
USIT_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03149      0.03149  
USIT_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.02233      0.02233  
USIT_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.03132      0.03132  
USNL_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.00953      0.00953  
USNL_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.008259     0.008259 
USNL_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.01013      0.01013  
USNL_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.00847      0.00847  
USPT_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.002981     0.002981 
USPT_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.001644     0.001644 
USPT_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.002338     0.002338 
USPT_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.001751     0.001751 
USDE_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.05981      0.05981  
USDE_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.07942      0.07942  
USDE_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.05387      0.05387  
USDE_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.07974      0.07974  
USRW_numc        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.7726       0.7726   
USRW_numi        0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.7862       0.7862   
USRW_numcg       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.8006       0.8006   
USRW_numig       0.07692    0.07692     0.07692       0.07692       0.07692      0.07692       0.786        0.786    
